text,class,processed_tokens
"Hmm well, night night ",ham,"['hmm', 'well', 'night', 'night']"
Just wanted to say holy shit you guys weren't kidding about this bud,ham,"['want', 'say', 'holi', 'shit', 'guy', ""n't"", 'kid', 'bud']"
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,"['gettin', 'bit', 'arti', 'collag', 'mo', 'well', 'tryin', 'ne', 'way', 'got', 'roast', 'min', 'love', 'shall', 'enjoy']"
"This is one of the days you have a billion classes, right?",ham,"['one', 'day', 'billion', 'class', 'right']"
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham,"['goodmorn', 'today', 'late', '2hr', 'back', 'pain']"
Ok then i'll let him noe later n ask him call u tmr...,ham,"['ok', ""'ll"", 'let', 'noe', 'later', 'n', 'ask', 'call', 'u', 'tmr', '...']"
Prabha..i'm soryda..realy..frm heart i'm sory,ham,"['prabha', '..', ""'m"", 'soryda', '..', 'reali', '..', 'frm', 'heart', ""'m"", 'sorus']"
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,"['ok', ""'m"", 'walik', 'ard', '...', 'u', 'wan', 'buy', 'anyth', 'go', 'ur', 'hou']"
* Will have two more cartons off u and is very pleased with shelves,ham,"['two', 'carton', 'u', 'plea', 'shelv']"
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,"['nice', 'talk', 'plea', 'dont', 'forget', 'pix', 'want', 'see', '...']"
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,"['guarant', 'å£1000', 'cash', 'å£2000', 'prize', 'claim', 'yr', 'prize', 'call', 'custom', 'servic', 'repr', '10am-7pm', 'cost', '10p']"
But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham,"['realli', 'quit', 'funni', 'lor', 'wat', '...', 'u', 'shd', 'haf', 'run', 'shorter', 'distanc', 'wat', '...']"
I notice you like looking in the shit mirror youre turning into a right freak,ham,"['notic', 'like', 'look', 'shit', 'mirror', 'turn', 'right', 'freak']"
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham,"['great', 'get', 'worri', 'know', 'wonder', 'care', 'person', 'like', 'best', 'life', 'know', 'u', 'r', 'wonder', 'god', ""'s"", 'love']"
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",spam,"['thank', 'rington', 'order', 'ref', 'number', 'k718', 'mobil', 'charg', 'å£4.50', 'tone', 'arriv', 'plea', 'call', 'custom', 'servic']"
"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",ham,"['prefer', 'free', 'day', '...', 'tue', 'wed', 'fri', 'oso', '...', 'ìï', 'ask', 'workin', 'lor', '...']"
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,"['alrit', 'jod', 'revi', 'goin', 'keri', 'bin', 'doin', 'smidgin', 'n', 'e', 'way', 'u', 'wan', 'na', 'cum', 'colleg', 'xx']"
If you have belive me. Come to my home.,ham,"['beliv', 'come', 'home']"
Oh k.k..where did you take test?,ham,"['oh', 'k.k', '..', 'take', 'test']"
Those were my exact intentions,ham,"['exact', 'intent']"
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham,"['haha', 'money', 'leh', '...', 'later', 'got', 'go', 'tuition', '...', 'haha', 'look', 'empti', 'slot', 'drive', 'lesson']"
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham,"['hey', '...', 'thk', 'juz', 'go', 'accordin', 'wat', 'discus', 'yest', 'lor', 'except', 'kb', 'sun', '...', 'co', ""'s"", 'nt', 'much', 'lesson', 'go', 'attend', 'kb', 'sat', '...']"
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham,"['k', 'wen', 'ur', 'free', 'come', 'home', 'also', 'tel', 'vikki', 'hav', 'sent', 'mail', 'also', '..', 'better', 'come', 'even', 'il', 'free', 'today', 'aftr', '6pm', '..']"
Nothing just getting msgs by dis name wit different no's..,ham,"['noth', 'get', 'msg', 'di', 'name', 'wit', 'differ', ""'s"", '..']"
Good Morning plz call me sir,ham,"['good', 'morn', 'plz', 'call', 'sir']"
What's your room number again? Wanna make sure I'm knocking on the right door,ham,"[""'s"", 'room', 'number', 'wan', 'na', 'make', 'sure', ""'m"", 'knock', 'right', 'door']"
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,ham,"['\\si.como', 'listened2th', 'plaid', 'album-quit', 'gd', 'new', 'air1', 'hilarious-also', 'boughtåóbraindanceåóa', 'comp.ofstuff', 'aphexåõ', 'abel']"
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,"['pl', 'tell', 'nelson', 'bb', ""'s"", 'longer', 'comin', 'money', 'expect', 'aint', 'come']"
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham,"['give', 'someth', 'drink', 'take', ""n't"", 'vomit', 'temp', 'might', 'drop', 'unmit', 'howev', 'let', 'know']"
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,"['think', 'sent', 'text', 'home', 'phone', 'cant', 'display', 'text', 'still', 'want', 'send', 'number']"
Every day i use to sleep after  &lt;#&gt;  so only.,ham,"['everi', 'day', 'use', 'sleep', 'lt', 'gt']"
K I'll call you when I'm close,ham,"['k', ""'ll"", 'call', ""'m"", 'close']"
U buy newspapers already?,ham,"['u', 'buy', 'newspap', 'alreadi']"
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,"['nope', 'wif', 'si', 'lor', '...', 'aft', 'bath', 'dog', 'bath', '...', 'look', 'like', ""'s"", 'go', 'rain', 'soon']"
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,ham,"['boo', ""'m"", 'way', 'mom', ""'s"", 'make', 'tortilla', 'soup', 'yummmm']"
No management puzzeles.,ham,"['manag', 'puzzel']"
How did you find out in a way that didn't include all of these details,ham,"['find', 'way', ""n't"", 'includ', 'detail']"
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,"['hi', 'ya', 'babe', 'x', 'u', '4goten', 'bout', 'scammer', 'get', 'smart', '..', 'though', 'regular', 'vodafon', 'respond', 'get', 'prem', 'rate', 'msg/subscript', 'use', 'also', 'bewar']"
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,spam,"['back', 'work', '2morro', 'half', 'term', 'u', 'c', '2nite', 'sexi', 'passion', 'b4', 'go', 'back', 'chat', 'luv', 'dena', 'call', 'å£1/minmobsmorelkpobox177hp51fl']"
will you like to be spoiled? :),ham,"['like', 'spoil']"
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",spam,"['thank', 'rington', 'order', 'ref', 'number', 'r836', 'mobil', 'charg', 'å£4.50', 'tone', 'arriv', 'plea', 'call', 'custom', 'servic']"
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,"['get', 'threat', 'sale', 'execut', 'shifad', 'rai', 'complaint', 'offici', 'messag']"
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham,"['hope', 'thing', 'went', 'well', ""'doctor"", 'remind', 'still', 'need', '2go.did', 'u', 'c', 'littl', 'thing', 'left', 'loung']"
Den wat will e schedule b lk on sun?,ham,"['den', 'wat', 'e', 'schedul', 'b', 'lk', 'sun']"
Lol enjoy role playing much?,ham,"['lol', 'enjoy', 'role', 'play', 'much']"
Ok. Me watching tv too.,ham,"['ok.', 'watch', 'tv']"
I just lov this line: \Hurt me with the truth,ham,"['lov', 'line', '\\hurt', 'truth']"
"Just checked out, heading out to drop off my stuff now",ham,"['check', 'head', 'drop', 'stuff']"
Here got lots of hair dresser fr china.,ham,"['got', 'lot', 'hair', 'dresser', 'fr', 'china']"
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,"['sad', 'stori', 'man', 'last', 'week', ""b'day"", 'wife', ""did'nt"", 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish']"
Ill call you evening ill some ideas.,ham,"['ill', 'call', 'even', 'ill', 'idea']"
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam,"['splashmobil', 'choo', '1000', 'gr8', 'tone', 'wk', 'subscrit', 'servic', 'weekli', 'tone', 'cost', '300p', 'u', 'one', 'credit', 'kick', 'back', 'enjoy']"
Did you show him and wot did he say or could u not c him 4 dust?,ham,"['show', 'wot', 'say', 'could', 'u', 'c', 'dust']"
It should take about  &lt;#&gt;  min,ham,"['take', 'lt', 'gt', 'min']"
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,"['heard', 'u4', 'call', 'rude', 'chat', 'privat', 'line', 'cum', 'wan', '2c', 'pic', 'gettin', 'shag', 'text', 'pix', '2end', 'send', 'stop', 'sam', 'xxx']"
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,"['ok', 'bus.', 'come', 'soon', 'come', 'otherwi', 'tomorrow']"
I cant pick the phone right now. Pls send a message,ham,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,spam,"['forward', 'free', 'entri', 'å£250', 'weekli', 'comp', 'send', 'word', 'enter', 'c', 'www.textcomp.com']"
Finish liao... U?,ham,"['finish', 'liao', '...', 'u']"
88066 FROM 88066 LOST 3POUND HELP,spam,"['lost', '3pound', 'help']"
Haha i think i did too,ham,"['haha', 'think']"
U know we watchin at lido?,ham,"['u', 'know', 'watchin', 'lido']"
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham,"['life', 'spend', 'someon', 'lifetim', 'may', 'meaningless', 'moment', 'spent', 'someon', 'realli', 'love', 'mean', 'life', '..']"
"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham,"['haha', 'awesom', ""'ve"", '4u', 'coupl', 'time', ""'s"", 'come']"
Cold. Dont be sad dear,ham,"['cold', 'dont', 'sad', 'dear']"
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,ham,"['think', 'could', 'stop', 'like', 'hour', 'roommat', ""'s"", 'look', 'stock', 'trip']"
Is that on the telly? No its Brdget Jones!,ham,"['telli', 'brdget', 'jone']"
Love you aathi..love u lot..,ham,"['love', 'aathi', '..', 'love', 'u', 'lot', '..']"
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,"['hello', 'r', 'u', 'im', 'bore', 'inev', 'thought', 'id', 'get', 'bore', 'tv', 'tell', 'someth', 'excit', 'happen', 'anyth', '=/']"
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,"['hmm', '...', 'bad', 'news', '...', 'hype', 'park', 'plaza', 'studio', 'taken', '...', 'left', 'bedrm-', '...']"
"Sorry, I'll call later in meeting",ham,"['sorri', ""'ll"", 'call', 'later', 'meet']"
R Ì_ comin back for dinner?,ham,"['r', 'ì_', 'comin', 'back', 'dinner']"
"I hav almost reached. Call, i m unable to connect u.",ham,"['hav', 'almost', 'reach', 'call', 'unabl', 'connect', 'u']"
Whom you waited for yesterday,ham,"['wait', 'yesterday']"
I reach home safe n sound liao...,ham,"['reach', 'home', 'safe', 'n', 'sound', 'liao', '...']"
"Velly good, yes please!",ham,"['velli', 'good', 'ye', 'plea']"
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham,"['hi', 'wkend', 'ok', 'journey', 'terribl', 'wk', 'good', 'huge', 'back', 'log', 'mark']"
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham,"['two', 'letter', 'copi', 'co', 'one', 'messag', 'speak', 'soon']"
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham,"['alex', 'know', 'guy', 'sell', 'mid', ""'s"", 'south', 'tampa', ""n't"", 'think', 'could', 'set', 'like']"
Dont you have message offer,ham,"['dont', 'messag', 'offer']"
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,spam,"['mobil', '11mth', 'updat', 'free', 'orang', 'latest', 'colour', 'camera', 'mobil', 'unlimit', 'weekend', 'call', 'call', 'mobil', 'upd8', 'freefon', '2stoptx']"
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,"['hey', 'babe', 'u', 'doin', 'wot', 'u', '2nite', 'love', 'anni', 'x']"
Remind me how to get there and I shall do so,ham,"['remind', 'get', 'shall']"
:-( that's not v romantic!,ham,"[""'s"", 'v', 'romant']"
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham,"['hello', 'damn', 'christma', 'thing', 'think', 'decid', 'keep', 'mp3', 'doesnt', 'work']"
You have 1 new message. Please call 08718738034.,spam,"['new', 'messag', 'plea', 'call']"
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,"['hi', 'darlin', 'im', 'missin', 'u', 'hope', 'good', 'time', 'u', 'back', 'time', 'u', 'give', 'call', 'home', 'jess', 'xx']"
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,"['forward', 'hi', 'mailbox', 'messag', 'sm', 'alert', 'messag', 'match', 'plea', 'call', 'back', 'retriev', 'messag', 'match']"
Draw va?i dont think so:),ham,"['draw', 'va', 'dont', 'think']"
Dont pick up d call when something important is There to tell. Hrishi,ham,"['dont', 'pick', 'call', 'someth', 'import', 'tell', 'hrishi']"
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,"['congrat', 'year', 'special', 'cinema', 'pas', 'call', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'free', 'bx420-ip4-5w', '150pm', 'dont', 'miss']"
Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,ham,"['nothin', 'come', 'mind', 'ìï', 'help', 'buy', 'hanger', 'lor', 'ur', 'laptop', 'heavi']"
"&lt;#&gt; , that's all? Guess that's easy enough",ham,"['lt', 'gt', ""'s"", 'guess', ""'s"", 'easi', 'enough']"
We can make a baby in yo tho,ham,"['make', 'babi', 'yo', 'tho']"
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,"['tell', 'friend', 'come', 'round', 'til', 'like', 'lt', 'gt', 'ish']"
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,"['friendship', 'poem', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'live', 'cheer', 'tear', 'u', 'r', 'alway', 'dear', 'gud', 'ni8']"
Still in the area of the restaurant. Ill try to come back soon,ham,"['still', 'area', 'restaur', 'ill', 'tri', 'come', 'back', 'soon']"
"Aight that'll work, thanks",ham,"['aight', ""'ll"", 'work', 'thank']"
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam,"['win', 'year', 'suppli', 'cd', 'store', 'ur', 'choic', 'worth', 'å£500', 'enter', 'å£100', 'weekli', 'draw', 'txt', 'music', 't', 'c', 'www.ldew.com.subs16+1win150ppmx3']"
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,spam,"['mobi', 'pub', 'quiz.win', 'å£100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwal', 'txt', 'first', 'name', '82277.unsub', 'stop', 'å£1.50', 'sp', 'arrow']"
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham,"['sleep', 'bag', 'blanket', 'paper', 'phone', 'detail', 'anyth', 'el']"
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,spam,"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', 'hg/suite342/2land', 'row/w1jhl', '16+']"
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam,"['congratul', 'thank', 'good', 'friend', 'u', 'å£2,000', 'xma', 'prize', 'claim', 'easi', 'call', '10p', 'per', 'minut', 'bt-national-r']"
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,"['tddnewslett', 'emc1.co.uk', 'game', 'thedailydraw', 'dear', 'helen', 'dozen', 'free', 'game', 'great', 'prizeswith', '..']"
So what do you guys do.,ham,['guy']
Also that chat was awesome but don't make it regular unless you can see her in person,ham,"['also', 'chat', 'awesom', ""n't"", 'make', 'regular', 'unless', 'see', 'person']"
That's significant but dont worry.,ham,"[""'s"", 'signif', 'dont', 'worri']"
That's cause your old. I live to be high.,ham,"[""'s"", 'cau', 'old', 'live', 'high']"
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,"['waqt', 'se', 'pehl', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'milta', 'zindgi', 'wo', 'nahi', 'jo', 'hum', 'socht', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai', '..........']"
On the way to office da..,ham,"['way', 'offic', 'da', '..']"
In which place do you want da.,ham,"['place', 'want', 'da']"
This pain couldn't have come at a worse time.,ham,"['pain', 'could', ""n't"", 'come', 'wor', 'time']"
Ok...,ham,"['ok', '...']"
Should I be stalking u?,ham,"['stalk', 'u']"
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,"['sorri', 'dude', 'dont', 'know', 'forgot', 'even', 'dan', 'remind', 'sorri', 'hope', 'guy', 'fun']"
Ok lor.,ham,"['ok', 'lor']"
Apps class varaya elaya.,ham,"['app', 'class', 'varaya', 'elaya']"
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,"['xma', 'stori', 'peac', '..', 'xma', 'msg', 'love', '..', 'xma', 'miracl', 'jesu', '..', 'hav', 'bless', 'month', 'ahead', 'amp', 'wish', 'u', 'merri', 'xma', '...']"
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam,"['urgent', 'mobil', 'number', 'å£2000', 'bonu', 'caller', 'prize', '10/06/03', '2nd', 'attempt', 'reach', 'call', 'asap', 'box', '97n7qp', '150ppm']"
That day you asked about anand number. Why:-),ham,"['day', 'ask', 'anand', 'number']"
Am surfing online store. For offers do you want to buy any thing.,ham,"['surf', 'onlin', 'store', 'offer', 'want', 'buy', 'thing']"
Long beach lor. Expected... U having dinner now?,ham,"['long', 'beach', 'lor', 'expect', '...', 'u', 'dinner']"
At home by the way,ham,"['home', 'way']"
We are both fine. Thanks,ham,"['fine', 'thank']"
What happen to her tell the truth,ham,"['happen', 'tell', 'truth']"
Do you like Italian food?,ham,"['like', 'italian', 'food']"
Which is weird because I know I had it at one point,ham,"['weird', 'know', 'one', 'point']"
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",ham,"['\\aww', 'must', 'nearli', 'dead', 'well', 'jez', 'iscom', 'todo', 'workand', 'whilltak', 'forev', ""''"", ""''""]"
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,"['tell', 'friend', 'plan', 'valentin', 'day', 'lt', 'url', 'gt']"
"Alright, see you in a bit",ham,"['alright', 'see', 'bit']"
Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,ham,"['cheer', 'messag', 'zogtoriu', 'iåõv', 'stare', 'phone', 'age', 'decid', 'whether', 'text']"
I will take care of financial problem.i will help:),ham,"['take', 'care', 'financ', 'problem.i', 'help']"
Tell dear what happen to you. Why you talking to me like an alian,ham,"['tell', 'dear', 'happen', 'talk', 'like', 'alian']"
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam,"['doubl', 'min', 'txt', 'orang', '1/2', 'price', 'liner', 'motorola', 'sonyericsson', 'b/tooth', 'free-nokia', 'free', 'call', 'mobileupd8', 'or2optout/hv9d']"
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,"['go', 'write', 'msg', 'put', 'dictionari', 'mode', 'cover', 'screen', 'hand', 'press', 'lt', 'gt', 'gentli', 'remov', 'ur', 'hand', '..', 'interest', '..']"
Okie...,ham,"['oki', '...']"
"Hi this is yijue, can i meet u at 11 tmr?",ham,"['hi', 'yiju', 'meet', 'u', 'tmr']"
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,ham,"['posibl', 'dnt', 'live', 'lt', 'gt', 'centuri', 'cm', 'frwd', 'n', 'thnk', 'differ']"
But i dint slept in afternoon.,ham,"['dint', 'slept', 'afternoon']"
That seems unnecessarily affectionate,ham,"['seem', 'unnecessarili', 'affect']"
Yar else i'll thk of all sorts of funny things.,ham,"['yar', 'el', ""'ll"", 'thk', 'sort', 'funni', 'thing']"
You will be in the place of that man,ham,"['place', 'man']"
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam,"['download', 'mani', 'rington', 'u', 'like', 'restrict', '1000', 'choo', 'u', 'even', 'send', 'yr', 'buddi', 'txt', 'sir', 'å£3']"
Thats cool. How was your day?,ham,"['cool', 'day']"
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam,"['plea', 'call', 'immedi', 'urgent', 'messag', 'wait']"
R we going with the  &lt;#&gt;  bus?,ham,"['r', 'go', 'lt', 'gt', 'bu']"
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham,"['hello', 'love', 'went', 'day', 'alright', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', '...', 'love', 'hear', 'scream', 'across', 'sea', 'world', 'hear', 'ahmad', 'al', 'hallaq', 'love', 'posse', 'passion', 'kiss']"
No..he joined today itself.,ham,"['..', 'join', 'today']"
Okay same with me. Well thanks for the clarification,ham,"['okay', 'well', 'thank', 'clarif']"
I'll talk to the others and probably just come early tomorrow then,ham,"[""'ll"", 'talk', 'probabl', 'come', 'earli', 'tomorrow']"
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,"['spook', 'mob', 'halloween', 'collect', 'logo', 'pic', 'messag', 'plu', 'free', 'eeri', 'tone', 'txt', 'card', 'spook', 'zed', '08701417012150p', 'per', 'logo/p']"
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham,"['money', 'issu', 'weigh', 'thank', 'breath', 'easier', 'i.ll', 'make', 'sure', 'dont', 'regret', 'thank']"
Hi. I'm sorry i missed your call. Can you pls call back.,ham,"['hi', ""'m"", 'sorri', 'miss', 'call', 'pl', 'call', 'back']"
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,"['hope', ""'ve"", 'settl', 'new', 'school', 'year', 'wishin', 'gr8', 'day']"
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam,"['fantasi', 'footbal', 'back', 'tv', 'go', 'ski', 'gamestar', 'ski', 'activ', 'play', 'å£250k', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'ski', 'opt']"
Ok then no need to tell me anything i am going to sleep good night,ham,"['ok', 'need', 'tell', 'anyth', 'go', 'sleep', 'good', 'night']"
Ok try to do week end course in coimbatore.,ham,"['ok', 'tri', 'week', 'end', 'cour', 'coimbat']"
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam,"['tone', 'club', 'sub', 'expir', 're-sub', 'repli', 'monoc', 'mono', 'polyc', 'poli', 'weekli', '150p', 'per', 'week', 'txt', 'stop', 'stop', 'msg', 'free', 'stream']"
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham,"['v', 'nice', 'sheffield', 'tom', 'air', 'opinion', 'categori', 'b', 'use', 'measur', 'ethnic', 'next', 'censu', 'busi', 'transcrib']"
If you r @ home then come down within 5 min,ham,"['r', 'home', 'come', 'within', 'min']"
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",ham,"['boy', 'love', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttr', 'bt', 'frnd', 'threw', 'thm', 'boy', 'decid', 'aproach', 'gal', 'dt', 'time', 'truck', 'speed', 'toward', 'gal', 'wn', 'hit', 'girl', 'boy', 'ran', 'like', 'hell', 'n', 'save', 'ask', ""'hw"", 'cn', 'u', 'run', 'fast', 'boy', 'repli', '\\boost', 'secret', 'energy\\', ""''"", 'n', 'instantli', 'girl', 'shout', ""''"", 'energy\\', ""''"", 'n', 'thi', 'live', 'happili', '2gthr', 'drink', 'boost', 'evrydi', 'moral', 'stori', 'hv', 'free', 'msg', 'gud', 'ni8', ""''""]"
"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",ham,"['day', 'ì_', 'say', 'ì_', 'cut', 'ur', 'hair', 'paragon', 'call', 'hair', 'sen', 'ì_', 'noe', 'much', 'hair', 'cut']"
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham,"['hmm', 'mani', 'unfortun', '...', 'pic', 'obviou', 'arent', 'hot', 'cake', 'kinda', 'fun', 'tho']"
